reviews_name,reviews_text,reviews_reviewer,reviews_date,reviews_stars
Nice mobile,"Very good function, photo quality of camera best.",Ranjana Lole,2 October 2018,5.0 out of 5 stars
Bad accessories,Only one speaker is provided. ...that too on only one side....which causes difficulty in listening .....earphone i got are defective,Chinmay E.,10 November 2018,4.0 out of 5 stars
Reasonable price range for the features it provide.,Good mobile with good picture quantity; Battery quality is also good. Only demerit it has is it's width which is comparatively short.,Eknath J.,9 July 2018,5.0 out of 5 stars
Two Stars,Poor rear camera ..,Dharmendra kumar,6 April 2018,2.0 out of 5 stars
"Fast working , smart phone, long durable battery","Exact what i want in one phone .
Every function is excellent
..
HD screen.
NICE PHONE
CAMERA IS THE FIRST BEST FEATURE",Neelam,10 July 2018,5.0 out of 5 stars
Verry nice looking handset A8pluse,All about feature of the phone is good but battery life is not satisfied me,Shiva,15 November 2018,5.0 out of 5 stars
No value for money,Not value for money item. Touch screen is not at all smooth,Samrat Sanyal,12 August 2018,2.0 out of 5 stars
Best phone in this range,I am totally Happy with my phone. Loved it's function.,Amazon Customer,23 March 2018,5.0 out of 5 stars
Five Stars,ip 68 perfect,Amazon Customer,4 August 2018,5.0 out of 5 stars
Free screen replacement policy not given,I bought as a value proposition with free screen replacement policy not given by neither acko nor amazon as was claimed.,siva,23 November 2018,1.0 out of 5 stars
Best Upper Midrange Phone,"Awesome phone... Feels premium in fact it is premium...
Handles everything with ease..",Sarthak Ray,19 February 2018,5.0 out of 5 stars
Very good,Excellent,Leonardo,19 November 2018,5.0 out of 5 stars
Five Stars,Great phone. Everything is good except no bixby voice assistant,Tushar,19 April 2018,5.0 out of 5 stars
Five Stars,good phone,Ashok,2 May 2018,5.0 out of 5 stars
Worth for money,"I like everything except the battery
It will drain very fast
But overall it is one of the best phone",Sivabalan,14 November 2018,5.0 out of 5 stars
Five Stars,"Best phone by Samsung
But I haven't a message of free screen replacement",Dudhatra Divyesh D,7 April 2018,5.0 out of 5 stars
Five Stars,Great deal captured.. kudos to Amazon on same day delivery. #happycustomer,PriyaRanjan Singh,25 March 2018,5.0 out of 5 stars
Happy with Samsung Galaxy A8+,Very happy with the performance and look of my new Samsung galaxy A8+,DZ,19 April 2018,5.0 out of 5 stars
Five Stars,good,Public,29 April 2018,5.0 out of 5 stars
Hello...check this before you place an order,"Yes definitely,a good phone but picturequality is little low than what I've expected.Battery life is cool ...nice features though 😃",Rachana Malla,14 November 2018,4.0 out of 5 stars
Good,"Battery good, ram 6 gb is without crash I can play a game. Camera qty is good ,face locking is fast.",Amazon Customer,6 July 2018,5.0 out of 5 stars
Five Stars,"This very awesome mobile,great feachers",Muralikrishna Shivakoti,8 May 2018,5.0 out of 5 stars
Perfect selfie camera,Excellent battery life. Amazing sound quality. Perfect mobile for selfies because of dual frint camera. Rear camera is also nice.,Amol Koparde,9 November 2018,5.0 out of 5 stars
An ok phone,The phone does not perform as good as what its specs looks on the paper.,Girish,28 November 2018,3.0 out of 5 stars
Good,Nice,Amit kumar chaurasia,18 October 2018,5.0 out of 5 stars
👌👌👌👌👌,Very nice,Parameswaran,18 November 2018,5.0 out of 5 stars
Affordable,Perfect mobile for this prize range,ABHISHEK KUMAR SINGH,12 September 2018,5.0 out of 5 stars
Love it i got it in 16k only so best as per that price,Best performance like SD 660 definitely consider this. PUBG graphics goes up to HD & FPS up to High..,Jay L.,18 November 2018,5.0 out of 5 stars
Four Stars,Amazing phone in this price,Piyush Gupta,26 March 2018,4.0 out of 5 stars
Five Stars,Nice,ABDUL WAJID ADIL,23 March 2018,5.0 out of 5 stars
Excellent product,Excellent product through Amazon Choice...Samsung...super quality. No words...,Ravindra Gurav,16 July 2018,5.0 out of 5 stars
100%,Nice product super better back pup,amit Sanchaniya,5 May 2018,5.0 out of 5 stars
Five Stars,"Perfect smart phone.. sound , camera , battery beckup superb..",Amazon Customer,11 April 2018,5.0 out of 5 stars
Just Awesome phone,Just AWESOME,patrick coutinho,18 July 2018,5.0 out of 5 stars
Awesome!!!,"I love this product!!! For a phone under 30k it's awesome , I won't complain concerning anything",Chuba kichu,13 November 2018,4.0 out of 5 stars
Worthy to buy. Go for it.,Worthy to buy. Go for it.,Raj Soni,26 October 2018,5.0 out of 5 stars
Awesome Phone..I m giving Five star,"Awesome phone i got this phone only 13.5K with exchanging my redmi note 5 fabouls phone....tq u amazon for giving fabouls phone...
Battery life Not Bad",DINESH,23 November 2018,5.0 out of 5 stars
Puts apple to shame,"Best phone,better than iPhone XsMax in terms of the display,Antutu score of 140,000 beats iphone 7 plus in geekbwnch also",Amazon Customer,11 November 2018,5.0 out of 5 stars
Stylish smart,It is good .picture sound battery life.Now it fallen and voice is not audible to part.For that dilution may be accorded,Ravela,12 November 2018,5.0 out of 5 stars
Five Stars,Best phone in this range to give u high end phines experience,Narinder Jain,4 May 2018,5.0 out of 5 stars
Five Stars,Working normally....cool,Amazon Customer,19 February 2018,5.0 out of 5 stars
Timing delivery,Nice products,josephdevaraj,12 November 2018,5.0 out of 5 stars
Very lucky,Awesome phone. No cons still now.got this mobile at 20k in amazon great festival offer. Feel lucky...☺,kalaivani R,10 November 2018,5.0 out of 5 stars
Value for money phone with dependable UI,Excellent phone with friendly UI .,Ragesh Bateriwala,2 September 2018,5.0 out of 5 stars
Good phone with ample features.,"All features are good. However, dual camera should also be provided in rear. It would make this competitive in market.",Ajit Joseph,30 October 2018,4.0 out of 5 stars
Bit bigger n sleek. Value worth for all the ...,Bit bigger n sleek. Value worth for all the features...,Shafeeq,22 April 2018,5.0 out of 5 stars
"Fast Charging not working, Network issue, even there is no calculator.","Nice product, but I m facing fast charging problem.
This mobile taking almost 3 hours to full charge the mobile.
After factory restore, still this mobile takes 2 plus hours to full charge.
Another big issue is network problem.
I heard almost every time that your voice is cutting or not clear.
Previously i used Samsung J7 prime in same room, same office, same home. same city but never faced network problem.
But with this product i am facing network problem.
Ever i talked with customer care (before 10 days return/refund date i.e. 27th October, he said just do factory data reset, and use mobile for next 2 days, if same proble Occurs, than we will change your product.
Next ti.e while i talked with customer care he told me to our app and check all the parameters, but 2 times while i tries for check the same, this mobile didn't connect to Mobile data, while talking with somebody.
Kindly solve my issue. Replace or return the product.
Why should i face this problem.
May be my wrong decesion that i trust on Amazon.
But totally unsatisfied with the product i received.
Thanks & Regards
Nitesh Shukla
9713323232",Nitesh Shukla,29 October 2018,1.0 out of 5 stars
All is excellent. But no latest Android os updates available yet,All is excellent. But no latest Android os updates available yet. Back camera lacks performance. No 4k recording in this price.,Amazon Customer,28 April 2018,4.0 out of 5 stars
"I bought it for 21,949 I feel worth for this price..",Phone is good but the thing is they should improved the camera clarity. Yeah I am enjoying using this phone.,Abcd,26 November 2018,5.0 out of 5 stars
Excellent phone with Poor battery life,"Excellent phone
Battery life as usual of Samsung's ignorance on this complaint",Douglas C.,13 November 2018,5.0 out of 5 stars
Excellent keeo it up,"Very good option of EMI
Quick delivery",Darvesh M Shariff,25 April 2018,5.0 out of 5 stars
Excellent Phone,Excellent Phone and excellent service by amazon,Amazon Customer,12 November 2018,5.0 out of 5 stars
Review,Nice phone,USHANT SUMAN,22 November 2018,4.0 out of 5 stars
Hangs a little bit,It hangs when we are using multiple apps.. Overall it is good. Camera quality is not bad but not satisfied,Mohit,20 November 2018,4.0 out of 5 stars
A8+ A beast,A fantastic product by Samsung...I think best phone in this price range..Go for it wothout thinking for a sec..Cheers,sumit banerjee,1 September 2018,5.0 out of 5 stars
Its brand,Bt it is not fully ip68,AKHIL kumar,5 August 2018,4.0 out of 5 stars
Nice product,Battery life is almost half day if we use internet through out. Camera is awaome,Mansoor K P,17 November 2018,5.0 out of 5 stars
it's awesome,"this cell phone is very good product of Samsung it's camera, video quality, sound and other features is very best. I like this.",Banti kumar,20 June 2018,5.0 out of 5 stars
